id,name,categories,code_signature,creation_date,network_signature,website
1,Teemo,['Analytics'],com.databerries.|com.geolocstation.,2017-09-24,databerries\.com,https://www.teemo.co
2,FidZup,['Analytics'],com.fidzup.,2017-09-24,fidzup,https://www.fidzup.com
3,Audience Studio (Krux),"['Analytics', 'Profiling']",com.krux.androidsdk,2017-09-24,krxd\.net,https://www.salesforce.com/products/marketing-cloud/data-management/?mc=DMP
4,Ad4Screen,['Advertisement'],com.ad4screen.sdk,2017-09-24,a4\.tl|accengage\.com|ad4push\.com|ad4screen\.com,http://www.ad4screen.com
5,Google DoubleClick,[],,2017-09-24,2mdn\.net|dmtry\.com|doubleclick\.com|doubleclick\.net|mng-ads\.com,https://www.doubleclickbygoogle.com/
6,Weborama,['Analytics'],com.weborama.,2017-09-24,weborama\.fr|weborama\.net,https://www.weborama.com
7,Smart,[],com.smartadserver.,2017-09-24,adsrvr\.org|akamai\.smartadserver\.com|cdn1\.smartadserver\.com|diff2\.smartadserver\.com|diff3\.smartadserver\.com|diff\.smartadserver\.com|eqx\.smartadserver\.com|gallery\.smartadserver\.com|im2\.smartadserver\.com|insight\.adsrvr\.org|itx5-publicidad\.smartadserver\.com|itx5\.smartadserver\.com|js\.adsrvr\.org|match\.adsrvr\.org|preview\.smartadserver\.com|rtb-csync\.smartadserver\.com|saspreview\.com|smartadserver\.com|smartadserver\.ru|tmk\.smartadserver\.com|usw\-lax\.adsrvr\.org,http://smartadserver.com/
8,JW Player,[],com.longtailvideo.jwplayer.,2017-09-24,g\.jwpsrv\.com|jwpltx\.com|p\.jwpcdn\.com,https://jwplayer.com
9,Loggly,['Analytics'],com.github.tony19.timber.loggly|com.github.tony19.loggly|com.visiware.sync2ad.logger.loggly.,2017-09-24,loggly\.com,http://loggly.com/
10,Xiti,[],,2017-09-24,,http://Xiti.com
11,OutBrain,[],com.outbrain.,2017-09-24,outbrain\.com,http://www.outbrain.com/
12,AppsFlyer,['Analytics'],com.appsflyer.,2017-09-24,appsflyer\.com,http://AppsFlyer.com
13,Ligatus,[],.LigatusManager|.LigatusViewClient|com.ligatus.android.adframework,2017-09-24,ligatus\.com,http://ligatus.com
14,Widespace,[],com.widespace.,2017-09-24,widespace\.com,http://widespace.com
15,AppNexus,[],com.appnexus.opensdk.,2017-09-24,247realmedia\.com|adnxs\.com|appnexus\.com|appnexus\.net,https://www.appnexus.com/
16,Localytics,"['Analytics', 'Profiling']",com.localytics.android.|com.localytics.androidx|com.localytics.react.,2017-09-24,analytics\.localytics\.com|manifest\.localytics\.com|profile\.localytics\.com|sdk-assets\.localytics\.com,http://localytics.com
17,Braze (formerly Appboy),"['Analytics', 'Advertisement', 'Location']",com.appboy,2017-09-24,appboy\.com,https://www.braze.com
18,mParticle,['Analytics'],com.mparticle,2017-09-24,mparticle\.com,http://mparticle.com
20,S4M,['Analytics'],com.sam4mobile.|.S4MAnalytic,2017-09-24,s4m\.io|sam4m\.com,http://www.s4m.io/
22,Sizmek,['Analytics'],.sizmek.,2017-09-24,serving-sys\.com,https://www.sizmek.com
23,Batch,"['Analytics', 'Profiling']",com.batch.android.,2017-09-24,batch\.com,https://batch.com
24,Sync2Ad,['Analytics'],com.visiware.sync2ad.dmp.,2017-09-24,sync2ad\.com,https://www.sync2ad.com/
25,Flurry,"['Analytics', 'Advertisement']",com.flurry.,2017-09-24,flurry\.com,http://www.flurry.com
26,HockeyApp,['Crash reporting'],net.hockeyapp.,2017-09-24,hockeyapp\.net,http://hockeyapp.net
27,Google CrashLytics,['Crash reporting'],io.fabric.|com.crashlytics.|com.google.firebase.crashlytics|com.google.firebase.crash.|io.invertase.firebase.crashlytics.,2017-09-24,crashlytics\.com,http://crashlytics.com
28,LeanPlum,"['Analytics', 'Profiling', 'Location']",com.leanplum.,2017-09-24,leanplum\.com,https://www.leanplum.com/
29,Tinder Analytics,['Analytics'],com.tinder.analytics|com.tinder.ads,2017-09-24,etl\.tindersparks\.com,http://tinder.com
30,Schibsted,[],.schibsted.,2017-09-25,schibsted\.com|schibsted\.io,http://www.schibsted.com/en/ir/
31,ATInternet,['Analytics'],com.atinternet.,2017-09-25,ati-host\.net,https://www.atinternet.com/en/
32,Tealium,['Analytics'],.tealium.,2017-09-25,tealiumiq\.com|tiqcdn\.com,https://tealium.com/
33,Nexage,[],com.nexage.android.|org.nexage.,2017-09-27,nexage\.com,http://nexage.com/
34,Ogury Presage,[],io.presage.,2017-09-27,presage\.io,http://www.presage.io/
35,Twitter MoPub,"['Analytics', 'Advertisement']",com.mopub.,2017-09-27,mopub\.com,https://www.mopub.com/
36,Add Apt Tr,[],com.intentsoftware.addapptr.,2017-09-27,aatkit\.com,https://www.addapptr.com
37,Vectaury,"['Analytics', 'Profiling', 'Location']",io.vectaury.,2017-09-28,vectaury\.io,http://vectaury.io/
38,Tune,['Analytics'],com.tune|com.mobileapptracker,2017-11-02,mobileapptracking\.com,https://www.tune.com
39,Pushwoosh,[],com.pushwoosh,2017-11-12,pushwoosh\.com,https://www.pushwoosh.com/
40,Demdex,['Analytics'],com.adobe.mobile.Analytics|com.adobe.mobile.Config.,2017-11-15,demdex\.net,https://www.adobe.com/data-analytics-cloud/audience-manager.html
41,AdsWizz,[],.adswizz.,2017-11-15,adswizz\.com|cdn\.adswizz.com\.edgesuite\.net,http://www.adswizz.com/
42,ExactTarget,['Analytics'],com.exacttarget.,2017-11-16,\.exacttarget\.,http://help.exacttarget.com/en/technical_library/API_Overview/
43,Omniture,"['Analytics', 'Profiling']",com.omniture.|com.adobe.adms.measurement.,2017-11-16,omniture\.com|omtrdc\.net,https://www.adobe.com/analytics/adobe-analytics-features.html
44,OpenLocate,['Location'],com.safegraph.|com.openlocate,2017-11-16,api\.safegraph\.com,https://www.safegraph.com/
45,TagCommander (Commanders Act.),['Analytics'],com.tagcommander.,2017-11-28,\.commander1\.com|\.tagcommander.com,https://www.commandersact.com/
46,CrowdTangle,[],,2017-12-03,api\.crowdtangle\.com,https://www.crowdtangle.com/
47,Facebook Audience,['Analytics'],com.facebook.audiencenetwork,2017-12-03,\.facebook\.com,https://developers.facebook.com/docs/android/
48,Google Analytics,['Analytics'],com.google.android.apps.analytics.|com.google.android.gms.analytics.|com.google.analytics.,2017-12-03,google-analytics\.com,http://www.google.com/analytics/
49,Google Firebase Analytics,['Analytics'],com.google.firebase.analytics.|com.google.android.gms.measurement.|com.google.firebase.firebase_analytics,2017-12-03,firebase\.com,https://firebase.google.com/
51,Eulerian,['Analytics'],com.eulerian.android.sdk,2017-12-03,eulerian\.com,https://www.eulerian.com/en/
52,Adjust,['Analytics'],com.adjust.sdk.,2017-12-03,adj\.st|adjust\.com,https://www.adjust.com/
53,ChartBoost,[],com.chartboost.sdk.,2017-12-03,\.chartboost\.com,https://answers.chartboost.com/en-us/
54,Backelite,['Analytics'],com.backelite.android.|com.backelite.bkdroid.,2017-12-03,backelite\.com,https://www.backelite.com/
55,Areametrics,['Analytics'],com.areametrics.areametricssdk|com.areametrics.nosdkandroid,2017-12-03,areametrics\.com,https://areametrics.com/
56,ComScore,"['Analytics', 'Advertisement']",com.comscore.,2017-12-03,comscore\.com,https://comscore.com/
57,Cuebiq,"['Analytics', 'Location']",com.cuebiq.cuebiqsdk.model.Collector|com.cuebiq.cuebiqsdk.receiver.CoverageReceiver,2017-12-03,cuebiq\.com,http://www.cuebiq.com/
58,HelpShift,[],com.helpshift,2017-12-03,helpshift\.com,https://www.helpshift.com
59,Kontakt,['Analytics'],com.kontakt.sdk.android.,2017-12-03,kontakt\.io,https://kontakt.io/
60,Locuslabs,[],com.locuslabs.sdk,2017-12-03,locuslabs\.com,http://locuslabs.com
61,Moat,"['Analytics', 'Advertisement']",com.moat.analytics.mobile.,2017-12-03,apx\.moatads\.com|geo\.moatads\.com|js\.moatads\.com|mb\.moatads\.com|moat\.com|pixel\.moatads\.com|px\.moatads\.com|sejs\.moatads\.com|yt\.moatads\.com|yts\.moatads\.com|z\.moatads\.com,https://moat.com/analytics
62,Segment,"['Analytics', 'Profiling']",com.segment.analytics.,2017-12-03,api\.segment\.io|segment\.com,https://segment.com/
63,Mobile Engagement,['Analytics'],com.ubikod.capptain.|com.microsoft.azure.engagement.,2017-12-04,login\.microsoftonline\.com|management\.azure\.com,https://docs.microsoft.com/en-us/azure/mobile-engagement/mobile-engagement-android-sdk-overview
64,Colocator,['Analytics'],net.crowdconnected.androidcolocator,2017-12-04,colocator\.net,https://developers.colocator.net
65,Facebook Ads,['Advertisement'],com.facebook.ads,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
66,Facebook Analytics,['Analytics'],com.facebook.appevents|com.facebook.marketing.|com.facebook.CampaignTrackingReceiver,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
67,Facebook Login,['Identification'],com.facebook.login,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
68,Facebook Notifications,[],com.facebook.notifications,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
69,Facebook Places,[],com.facebook.places,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
70,Facebook Share,[],com.facebook.share,2017-12-05,\.facebook\.com,https://developers.facebook.com/docs/android
71,Google Ads,[],,2017-12-05,\.google\.com,https://developers.google.com/admob/android
72,AppLovin (MAX and SparkLabs),"['Analytics', 'Profiling', 'Identification', 'Advertisement']",com.applovin,2018-01-05,applovin\.com|applvn\.com,https://www.applovin.com/
73,Glispa Connect (Formerly Avocarrot),[],com.avocarrot.sdk,2018-01-05,\.avocarrot\.com|ads\.glispa\.com|exp\.glispa\.com|rtb\.platform\.glispa\.com|templates\.glispaconnect\.com|trk\.glispa\.com,https://www.glispa.com
74,NativeX,[],com.nativex,2018-01-05,nativex\.com,http://www.nativex.com/
75,Baidu Maps,[],com.baidu.BaiduMap,2018-01-05,map\.baidu\.com,https://map.baidu.com
76,WeChat Location,[],com.tencent.map.geolocation|com.tencent.mm.plugin.location.|com.tencent.mm.plugin.location_soso.|com.tencent.mm.plugin.location_google,2018-01-05,map\.qq\.com,https://wechat.com
77,HyperTrack,['Location'],com.hypertrack|com.hypertracklive.|io.hypertrack,2018-01-05,api\.hypertrack\.com|hypertrack\.amazonaws\.com|trck\.at,http://hypertrack.com
78,Uber Analytics,['Analytics'],com.ubercab.analytics.|com.ubercab.library.metrics.analytics.|com.ubercab.client.core.analytics.,2018-01-05,events\.uber\.com,https://uber.com
79,Lisnr,['Analytics'],com.lisnr.,2018-01-05,lisnr\.com,http://lisnr.com
80,SilverPush,['Analytics'],com.silverpush.|com.silverpush.location|com.silverpush.sdk.android.SPService,2018-01-05,54\.243\.73\.253:8080/SilverPush/|silverpush\.co|silverpush\.com,http://silverpush.co
81,Shopkick,['Analytics'],com.shopkick.sdk.api.|com.shopkick.fetchers.,2018-01-05,sdk\.shopkick\.com|shopkick\.com|shopkick\.de,https://shopkick.com
82,Alphonso,['Analytics'],tv.alphonso.service,2018-01-05,api\.alphonso\.tv|prov\.alphonso\.tv,http://alphonso.tv
83,Smaato,[],com.smaato.,2018-01-05,smaato\.net|soma\.smaato\.net,https://smaato.com
84,Scandit,['Analytics'],com.scandit.,2018-01-05,scandit\.com,https://scandit.com
85,Inrix,[],com.inrix.sdk,2018-01-06,inrix\.com|inrix\.io,http://inrix.com/
86,Signal360,['Analytics'],com.signal360.sdk.core.|com.sonicnotify.sdk.core.|com.rnsignal360,2018-01-13,signal360\.com|sonicnotify\.com,http://www.signal360.com
87,TeleQuid,[],com.telequid.,2018-03-04,mars\.telequid\.com,http://www.telequid.com/
88,Retency,['Analytics'],com.retency.sdk.android,2018-03-04,,http://retency.com
89,MAdvertise,[],com.mngads.sdk|com.mngads.views|com.mngads.,2018-03-04,dispatcher\.mng\-ads\.com|mobile\.mng\-ads\.com,http://madvertise.com
90,AdColony,['Advertisement'],com.adcolony.|com.jirbo.adcolony.,2018-03-04,adc3-launch\.adcolony\.com|adcolony\.com|ads30\.adcolony\.com|androidads20\.adcolony\.com|androidads21\.adcolony\.com|androidads23\.adcolony\.com|events3alt\.adcolony\.com|wd\.adcolony\.com,http://adcolony.com/
91,AccountKit,[],com.facebook.accountkit,2018-03-04,graph\.accountkit\.com,https://www.accountkit.com/
92,Amazon Advertisement,[],com.amazon.device.ads,2018-03-04,,https://developer.amazon.com/public/apis/earn/mobile-ads/docs/quick-start
93,Amazon Mobile Associates,[],com.amazon.device.associates,2018-03-04,,https://developer.amazon.com/mobile-associates
94,Radius Networks,['Analytics'],com.radiusnetworks,2018-03-04,proximitykit\.radiusnetworks\.com,https://www.radiusnetworks.com/
95,Amazon Analytics (Amazon insights),['Analytics'],com.amazon.insights|com.amazonaws.mobileconnectors.pinpoint.analytics.|com.amazonaws.mobileconnectors.amazonmobileanalytics,2018-03-04,mobileanalytics\.us-east-1\.amazonaws\.com,https://developer.amazon.com/docs/apps-and-games/sdk-downloads.html
96,Baidu APPX,[],com.baidu.appx,2018-03-04,,https://app.baidu.com/
97,Baidu Location,[],com.baidu.location,2018-03-04,,https://developer.baidu.com/
99,Baidu Map,[],com.baidu.mapapi,2018-03-04,,http://lbsyun.baidu.com/
100,Baidu Mobile Ads,[],com.baidu.mobads,2018-03-04,,https://developer.baidu.com/
101,Baidu Mobile Stat,['Analytics'],com.baidu.mobstat,2018-03-04,,https://developer.baidu.com/
102,Estimote,"['Analytics', 'Location']",com.estimote.,2018-03-04,.*\.estimote\.com,https://estimote.com/
103,Baidu Navigation,[],com.baidu.navi,2018-03-04,,http://lbsyun.baidu.com/index.php?title=android-navsdk
104,Fyber,['Advertisement'],com.fyber.,2018-03-04,adproxy\.fyber\.com|appengage-video\.fyber\.com|banner\.fyber\.com|engine\.fyber\.com|interstitial\.fyber\.com|mbe-cdn\.fyber\.com|offer\.fyber\.com|service\.fyber\.com|tracker\.fyber\.com|video-interstitial-assets-cdn\.fyber\.com|video\.fyber\.com,https://www.fyber.com/
105,Google Tag Manager,['Analytics'],com.google.tagmanager|com.google.android.gms.tagmanager,2018-03-04,www\.googletagmanager\.com|www\.googletagservices\.com,https://www.google.com/analytics/tag-manager/
106,Inmobi,[],com.inmobi|in.inmobi.,2018-03-04,c\.w\.inmobi\.com|china\.inmobi\.com|config-ltvp\.inmobi\.com|config\.inmobi\.com|et\.w\.inmobi\.com|i\.l\.inmobicdn\.net|i\.w\.inmobi\.com|inmobi\.cn|inmobi\.com|inmobi\.info|inmobi\.net|inmobi\.us|inmobicdn\.com|inmobicdn\.net|inmobisdk\-a\.akamaihd\.net|japan\.inmobi\.com|r\.w\.inmobi\.com|sdkm\.w\.inmobi\.com|sdktm\.w\.inmobi\.com|w\.inmobi\.com,http://inmobi.com
107,Millennial Media,[],com.millennialmedia.,2018-03-04,adtech\.de|contextual\.media\.net|media\.net|millennialmedia\.com,https://www.millennialmedia.com/
108,Snowplow,['Analytics'],com.snowplowanalytics.,2018-03-04,,https://snowplowanalytics.com/
109,Fyber SponsorPay,[],com.sponsorpay,2018-03-04,appengage-video\.sponsorpay\.com|cdn1\.sponsorpay\.com|cdn2\.sponsorpay\.com|cdn3\.sponsorpay\.com|cdn4\.sponsorpay\.com|engine\.sponsorpay\.com,http://www.sponsorpay.com
110,Supersonic Ads,[],com.supersonic.adapters.supersonicads|com.supersonicads.sdk,2018-03-04,click-haproxy\.supersonicads\.com|cx\.ssacdn\.com|init\.supersonicads\.com|logs\.supersonic\.com|outcome\.supersonicads\.com|ow-gateway\.supersonicads\.com|pixel-tracking\.sonic-us\.supersonicads\.com|rv-gateway\.supersonicads\.com|static\.ssacdn\.com|supersonic\.com|supersonicads-a\.akamaihd\.net|tag\-mediation.supersonic.com|ua\.supersonicads\.com|v\.ssacdn\.com|www\.supersonicads\.com,https://www.supersonic.com/
111,Carnival,['Analytics'],com.carnival.sdk|com.carnivalmobile,2018-03-04,devices\.carnivalmobile\.com,http://carnival.io/
112,Tencent Map LBS,[],com.tencent.lbs,2018-03-04,,https://lbs.qq.com/
113,Tencent MobWin,[],com.tencent.mobwin,2018-03-04,,https://www.tencent.com/en-us/
114,Tencent MTA,['Analytics'],com.tencent.mta,2018-03-04,,https://mta.qq.com/
115,Apptentive,['Analytics'],com.apptentive.,2018-03-04,api\.apptentive\.com,https://www.apptentive.com/
116,Tencent Stats,['Analytics'],com.tencent.stat|com.tencent.wxop.stat,2018-03-04,,http://stat.qq.com/
117,Tencent Weiyun,[],com.tencent.weiyun,2018-03-04,,https://www.weiyun.com
118,MixPanel,"['Analytics', 'Advertisement']",com.mixpanel.,2018-03-04,api\.mixpanel\.com|decide\.mixpanel\.com|mixpanel\.com|switchboard\.mixpanel\.com,https://mixpanel.com/
119,Umeng Analytics,[],com.umeng.analytics,2018-03-04,alog\.umeng\.com|alogs\.umeng\.com|ar\.umeng\.com|oc\.umeng\.com|umeng\.com|uop\.umeng\.com,https://www.umeng.com/analytics
120,Umeng Feedback,[],com.umeng.fb,2018-03-04,alog\.umeng\.com|alogs\.umeng\.com|ar\.umeng\.com|oc\.umeng\.com|umeng\.com|uop\.umeng\.com,http://dev.umeng.com/feedback
121,Unity3d Ads,['Advertisement'],com.unity3d.services|com.unity3d.ads,2018-03-04,adserver\.unityads\.unity3d\.com|analytics\.social\.unity\.com|api\.uca\.cloud\.unity3d\.com|auction\.unityads\.unity3d\.com|cdn-highwinds\.unityads\.unity3d\.com|cdn\.unityads\.unity3d\.com|config\.uca\.cloud\.unity3d\.com|config\.unityads\.unity3d\.com|stats\.unity3d\.com|webview\.unityads\.unity3d\.com,https://unity3d.com/
122,Countly,"['Analytics', 'Profiling']",ly.count.android.,2018-03-04,,https://count.ly/
123,Urbanairship,[],com.urbanairship,2018-03-04,device-api\.urbanairship\.com|urbanairship\.com,https://www.urbanairship.com/
124,Yandex Ad,['Advertisement'],com.yandex.mobile.ads,2018-03-04,analytics\.mobile\.yandex\.net|appmetrica\.yandex\.com|banners-slb\.mobile\.yandex\.net|banners\.mobile\.yandex\.net|mc\.yandex\.ru|report\.appmetrica\.yandex\.net|startup\.mobile\.yandex\.net,https://www.yandex.com/
125,Amplitude,"['Analytics', 'Profiling']",com.amplitude.,2018-03-04,amplitude\.com|api\.amplitude\.com,http://www.amplitude.com
126,AppSee,"['Analytics', 'Profiling', 'Identification']",com.appsee.,2018-03-04,api\.appsee\.com,https://www.appsee.com/
