id,name,categories,code_signature,creation_date,network_signature,website
271,AMoAd,[],com.amoad.,2020-02-25,,https://www.amoad.com
272,AdAdapted,"['Analytics', 'Advertisement']",com.adadapted.android.sdk.,2020-02-25,ads\.adadapted\.com,https://www.adadapted.com
273,AdMuing,['Advertisement'],com.admuing.danmaku.,2020-02-25,,https://github.com/admuing
274,Adcash,['Advertisement'],com.adcash.mobileads.,2020-02-25,,https://adcash.com
275,Admixer,['Advertisement'],com.admixer|net.admixer.sdk,2020-02-25,admixer\.co\.kr,http://admixer.co.kr/
276,Admost,['Advertisement'],admost.sdk.|admost.adserver.,2020-02-25,cdn\-api\.admost\.com|go\.admost\.com|med\-api\.admost\.com,https://admost.com/
277,Alohalytics,['Analytics'],org.alohalytics.,2020-02-25,,https://github.com/biodranik/Alohalytics
278,Amobee,[],com.amobee.,2020-02-25,amobee\.com,https://amobee.com
279,Anagog,"['Analytics', 'Location']",com.anagog.jedai,2020-02-25,,https://anagog.com
280,Bazaarvoice,"['Analytics', 'Location']",com.bazaarvoice.bvandroidsdk,2020-02-25,,https://www.bazaarvoice.com/
281,BeaconsInSpace (Fysical),['Location'],com.beaconsinspace.android.beacon.detector.,2020-02-25,,https://beaconsinspace.com
282,Conversant,[],com.conversantmedia|com.greystripe.android.,2020-02-25,conversantmedia\.com,https://www.conversantmedia.com
283,Glympse,['Location'],com.glympse.android.,2020-02-25,\.glympse\.com,https://glympse.com
284,Herow,"['Analytics', 'Profiling', 'Location']",com.connecthings.herow,2020-02-25,,https://herow.io/
285,Placer,"['Analytics', 'Profiling', 'Location']",com.placer.client.Placer,2020-02-25,,https://placer.io/
286,PushSpring,[],com.pushspring.sdk.PushSpring,2020-02-25,api\.pushspring\.com,http://www.pushspring.com/
287,Pyze,['Analytics'],com.pyze.,2020-02-25,pyze\.com,https://pyze.com/
288,Radar,[],io.radar.sdk.Radar,2020-02-25,,https://radar.io/
289,Roximity,['Location'],com.roximity.sdk.,2020-02-25,app\.roximity\.com,http://roximity.com/
290,Sentiance,[],com.sentiance.sdk.,2020-02-25,api\.sentiance\.com,https://www.sentiance.com/
291,SmartLook,"['Profiling', 'Location']",com.smartlook.sdk.smartlook.,2020-02-25,smartlook\.com,https://www.smartlook.com/
292,Square Metrics,[],com.beaconinside.proximitysdk.ProximityService,2020-02-25,api\.beaconinside\.com,https://www.squaremetrics.com
293,TalkingData,"['Analytics', 'Advertisement']",com.talkingdata.sdk.|com.tendcloud.tenddata.|com.talkingdata.appanalytics.|com.talkingdata.adtracking.|com.tendcloud.appcpa.|com.apptalkingdata.push.|com.gametalkingdata.push.,2020-02-25,account\.talkingdata\.com|av1\.xdrig\.com|cloud\.xdrig\.com|m\.talkingdata\.com|push\.xdrig\.com,https://www.talkingdata.com/
294,flymob,[],com.flymob.sdk.,2020-02-25,,https://flymob.com/
295,AdFalcon,['Advertisement'],com.noqoush.adfalcon.android.sdk,2020-06-08,,http://adfalcon.com
296,Bitly,[],com.bitly.Bitly,2020-06-08,,https://bitly.com/
297,Enhance,[],co.enhance.Enhance,2020-06-08,app-config\.enhance\.co|data-location\.enhance\.co,https://enhance.co
298,Esri ArcGIS,['Location'],com.esri.arcgisruntime.,2020-06-08,,https://www.arcgis.com/
299,GIPHY Analytics,['Analytics'],com.giphy.sdk.analytics,2020-06-08,api\.giphy\.com|pingback\.giphy\.com,https://giphy.com/
300,Heap,['Analytics'],com.heapanalytics,2020-06-08,heapanalytics.com,https://heap.io/
301,Inneractive,['Advertisement'],com.inneractive.api.ads,2020-06-08,,https://www.crunchbase.com/organization/inneractive
302,MDOTM,['Advertisement'],com.mdotm.android,2020-06-08,ads\.mdotm\.com,http://mdotm.com/
303,Metaps,['Advertisement'],com.metaps,2020-06-08,,http://www.metaps.com
304,Parse.ly,['Analytics'],com.parsely.parselyandroid,2020-06-08,,https://www.parse.ly/
305,Pollfish,['Profiling'],com.pollfish,2020-06-08,,https://www.pollfish.com
306,Qualtrics,[],com.qualtrics.digital.,2020-06-08,qualtrics\.com,http://www.qualtrics.com/
307,Tamoco,"['Analytics', 'Location']",com.tamoco.sdk,2020-06-08,evt\.tamoco\.com,https://www.tamoco.com/
308,Vpon,"['Analytics', 'Profiling', 'Advertisement']",com.vpon.ads,2020-06-08,,https://www.vpon.com/
309,YuMe,['Advertisement'],com.yume.android,2020-06-08,,https://www.appbrain.com/stats/libraries/details/yume/yume
310,Zapr,"['Analytics', 'Advertisement', 'Location']",com.redbricklane.zapr,2020-06-08,.zapr\.in,https://www.zapr.in/
311,mediba,['Advertisement'],com.mediba.jp|mediba.ad.sdk.android.openx,2020-06-08,,https://www.mediba.jp
312,Google AdMob,['Advertisement'],com.google.ads.|com.google.android.gms.ads.AdView|com.google.android.gms.ads.AdActivity|com.google.android.gms.ads.AdRequest|com.google.android.gms.ads.mediation|com.google.android.gms.ads.doubleclick|com.google.android.ads.|com.google.unity.ads.|com.google.android.gms.admob|com.google.firebase.firebase_ads.,2020-06-24,2mdn\.net|\.google\.com|dmtry\.com|doubleclick\.com|doubleclick\.net|mng-ads\.com,https://admob.google.com
313,Unacast Pure,['Location'],com.pure.internal.|com.pure.sdk.,2020-07-13,,https://www.unacast.com/
314,Factual,[],com.factual.engine|com.factual.Factual,2020-09-19,api.factual.com,https://www.factual.com
315,Footmarks,['Location'],com.footmarks.footmarkssdkm2,2020-09-19,,https://www.footmarks.com
316,OzTAM,['Analytics'],au.com.oztam.,2020-09-19,deliver.oztam.com.au,https://oztam.com.au/
317,Receptiv (formerly Mediabrix),['Advertisement'],com.mediabrix.android,2020-09-19,,https://www.receptiv.com/
318,Tutela,[],com.tutelatechnologies.sdk,2020-09-19,,https://www.tutela.com/
319,Twine Data,[],com.twine.sdk,2020-09-19,,https://www.truedata.co/
320,Verizon Ads,"['Analytics', 'Profiling', 'Identification', 'Advertisement', 'Location']",com.verizon.ads|com.verizondigitalmedia.mobile.|com.oath.mobile.,2020-09-19,,https://www.verizonmedia.com/
321,adPOPcorn,[],com.igaworks.adpopcorn|com.igaworks.ssp.,2020-09-19,,https://adpopcorn.com/
322,maio by i-mobile,[],jp.maio.sdk.,2020-09-19,,https://adpf-info.i-mobile.co.jp/en/
323,360Dialog,"['Analytics', 'Profiling', 'Identification', 'Advertisement', 'Location']",com.threesixtydialog.sdk.,2020-09-19,,https://www.360dialog.com
324,ABTasty,['Analytics'],com.abtasty,2020-09-19,abtasty\.com,https://www.abtasty.com
325,ACRCloud,['Analytics'],com.acrcloud,2020-09-19,acrcloud.com|hb-minify-juc1ugur1qwqqqo4.stackpathdns.com,https://acrcloud.com/
326,Aarki,"['Analytics', 'Profiling', 'Identification', 'Advertisement']",com.aarki,2020-09-19,,https://www.aarki.com
327,Actv8me,"['Profiling', 'Identification', 'Advertisement', 'Location']",me.actv8,2020-09-19,actv8technologies\.com,https://www.actv8me.com/
328,IAB Open Measurement,"['Identification', 'Advertisement']",com.iab.omid.library|com.prime31.util.IabHelperImpl|com.prime31.IAB.,2020-09-19,,https://iabtechlab.com/
333,Huawei Mobile Services (HMS) Core,"['Analytics', 'Advertisement', 'Location']",com.huawei.hms.analytics|com.huawei.hms.location|com.huawei.hms.plugin.analytics|com.huawei.hms.plugin.ads|com.huawei.updatesdk.|com.huawei.agconnect.|com.huawei.hms.support.api.push.,2020-11-25,,https://developer.huawei.com/consumer/en/hms
334,Akamai MAP,['Analytics'],com.akamai.android.sdk.AkaMap,2020-11-27,,https://www.akamai.com/
336,Mail.ru,[],ru.mail.mrgservice.advertising|ru.mail.mrgservice.analytics,2020-11-27,,http://mail.ru
337,Airpush,['Advertisement'],com.airpush.,2020-12-13,api\.airpush\.com|apidm\.airpush\.com|apistaging\.airpush\.com|apportal\.airpush\.com|appwall\.api\.airpush\.com|beta\.airpush\.com|cdnap\.airpush\.com|m\.airpush\.com,https://airpush.com/
338,Alimama (formerly AdsMogo),['Advertisement'],com.adsmogo.|com.alimama.,2020-12-13,\.alimama\.|\.adsmogo\.,https://www.alimama.com/
339,AnySDK,"['Analytics', 'Advertisement']",com.anysdk.framework.AnalyticsWrapper|com.anysdk.framework.AdsWrapper,2020-12-13,,http://www.anysdk.com/
340,Button,"['Analytics', 'Profiling', 'Identification']",com.usebutton.sdk.,2020-12-13,\.usebutton.com,https://www.usebutton.com
341,Carto (formerly Nutiteq),"['Advertisement', 'Location']",com.nutiteq|com.carto,2020-12-13,,https://carto.com
342,Didomi,['Analytics'],io.didomi.sdk.,2020-12-13,,https://www.didomi.io/
343,JiGuang Aurora Mobile JPush,['Analytics'],cn.jpush.android,2020-12-13,.*\.jiguang\.cn,https://ir.jiguang.cn/corporate-profile
344,Jumio,['Identification'],com.jumio.MobileSDK,2020-12-13,mobile-sdk-resources.jumio.com|nv-sdk.jumio.com,https://www.jumio.com/
345,Lenddo,"['Analytics', 'Identification', 'Location']",com.lenddo.mobile,2020-12-13,\.partner-service\.link,https://www.lenddo.com/
346,POKKT,['Advertisement'],com.pokkt.sdk.,2020-12-13,,https://www.pokkt.com
347,Prebid Mobile,['Advertisement'],org.prebid.mobile,2020-12-13,.prebid.org,https://prebid.org
348,SK planet Tad,['Advertisement'],com.skplanet.tad,2020-12-13,,https://www.skplanet.com/eng
349,Split,['Analytics'],io.split.android.,2020-12-13,event.split.io|sdk.split.io,https://www.split.io/
350,Exponea,['Analytics'],com.infinario.android.infinariosdk.|com.exponea.sdk|com.sygic.aura.,2021-01-24,api.infinario.com|sygic-api.infinario.com,https://exponea.com
351,IPQualityScore,"['Profiling', 'Location']",com.ipqualityscore.,2021-01-24,ipqualityscore\.com,https://www.ipqualityscore.com
352,Opensignal,"['Analytics', 'Location']",com.opensignal.datacollection.,2021-01-24,,https://www.opensignal.com
353,SignalFrame,['Location'],com.wirelessregistry.observersdk.,2021-01-24,,https://signalframe.com/
354,X-Mode,"['Analytics', 'Location']",io.xmode.BcnConfig|io.xmode.locationsdk|io.mysdk.,2021-01-24,api\.myendpoint\.io|bin5y4muil\.execute-api\.us-east-1\.amazonaws\.com|api\.smartechmetrics\.com,https://xmode.io/
355,OneAudience,"['Analytics', 'Profiling']",com.oneaudience.sdk.,2021-02-14,,http://www.oneaudience.com/
356,OpenBack,[],com.openback,2021-02-14,,https://www.openback.com
357,PredicIO,"['Analytics', 'Identification', 'Advertisement', 'Location']",com.telescope.android|io.predic.tracker,2021-02-14,sdk\.predic\.io,https://www.predic.io/
358,AdLocus,"['Profiling', 'Identification', 'Advertisement', 'Location']",com.adlocus.,2021-02-28,,https://adlocus.com
359,Adcenix,['Advertisement'],com.adcenix.,2021-02-28,,http://adcenix.com
360,Admitad,['Advertisement'],ru.tachos.admitadstatisticsdk,2021-02-28,.*\.admitad.com,https://www.admitad.com
361,AutoNavi / Amap,['Location'],com.amap.api,2021-02-28,grid\.amap\.com|tm\.amap\.com|mst[0-9]*\.is\.autonavi\.com|mt[0-9]*\.google\.cn|abroad\.apilocate\.amap\.com|apilocate\.amap\.com|restapi\.amap\.com|yuntuapi\.amap\.com|m5\.amap\.com|wb\.amap\.com|wb\.amap\.com|wb\.amap\.com|wb\.amap\.com|apiinit\.amap\.com|restapi\.amap\.com|logs\.amap\.com|cgicol\.amap\.com|lbs\.amap\.com|wap\.amap\.com,https://mobile.amap.com/
362,IBM Digital Analytics,['Analytics'],com.digitalanalytics.,2021-02-28,data\.de\.coremetrics\.com,https://www.ibm.com/customer-engagement/coremetrics-software
363,Pangle,['Advertisement'],com.bytedance.sdk.openadsdk|com.bytedance.tea.crash.|com.bytedance.embedapplog.|com.bytedance.applog.,2021-02-28,,https://www.pangleglobal.com
364,YOC VIS.X,['Advertisement'],com.yoc.visx,2021-02-28,yoc-performance\.com|yoc\.com,https://yoc.com
365,Ad Generation,['Advertisement'],com.socdm.d.adgeneration.,2021-03-01,,https://supership.jp/business/adgeneration/
366,Adjoe,['Advertisement'],io.adjoe.sdk.|io.adjoe.protection.,2021-03-01,,https://adjoe.io/
367,AppVador,['Advertisement'],com.appvador.ads.,2021-03-01,,http://www.appvador.com/
368,Appodeal Stack,"['Analytics', 'Advertisement']",com.explorestack.,2021-03-01,,https://appodealstack.com/about/
369,AppsGeyser,['Advertisement'],com.appsgeyser.sdk|com.appsgeyser.multiTabApp.VideoPlayerActivity,2021-03-01,,https://appsgeyser.com/
370,BidMachine,['Advertisement'],io.bidmachine.,2021-03-01,,https://bidmachine.io/
371,BugSense,['Crash reporting'],com.bugsense.trace.,2021-03-01,,http://www.bugsense.com/
372,BuzzAd Benefit,['Advertisement'],com.buzzvil.,2021-03-01,,https://buzzvil.atlassian.net/wiki/spaces/BDG/pages/486834313/BuzzAd-Benefit+Android+SDK
373,GOM Factory AdPie,['Advertisement'],com.gomfactory.adpie.,2021-03-01,,http://www.gomfactory.com
374,JumpTap,['Advertisement'],com.jumptap.adtag.,2021-03-01,,http://www.millennialmedia.com
375,LoopMe,['Advertisement'],com.loopme.,2021-03-01,,https://loopme.com/
376,Raygun,"['Crash reporting', 'Analytics']",com.mindscapehq.android.raygun4android,2021-03-01,,https://raygun.com
377,RjFun,['Advertisement'],com.rjfun.cordova.ad|com.rjfun.cordova.admob,2021-03-01,,https://rjfun.github.io/
378,SuperAwesome,['Advertisement'],tv.superawesome.sdk|tv.superawesome.lib.,2021-03-01,,https://www.superawesome.com/
379,TapResearch,"['Analytics', 'Profiling']",com.tapr.sdk.|com.tapr.internal.|com.tapr.helpers.,2021-03-01,,https://www.tapresearch.com/
380,Tappx,['Advertisement'],com.tappx.sdk.,2021-03-01,,https://www.tappx.com/
381,ThinkingData Analytics,"['Analytics', 'Identification']",cn.thinkingdata.,2021-03-01,,http://www.thinkingdata.cn/
382,VKontakte SDK,['Identification'],com.vk.sdk.|com.vk.api.sdk.,2021-03-01,,https://vksdk.github.io/vk-sdk-android/
383,Virgo Mobile,['Advertisement'],com.virgo.ads.,2021-03-01,,http://virgomobile.com/
384,Zoho Analytics,['Analytics'],com.zoho.zanalytics.,2021-03-01,,http://analytics.zoho.com/
385,fineboost,"['Analytics', 'Advertisement']",com.fineboost.,2021-03-01,,http://www.yifants.cn/
386,Acuant,['Profiling'],com.acuant.acuantcamera,2021-03-12,frm\.acuant\.net|medicscan\.acuant\.net|services\.assureid\.net,https://www.acuantcorp.com
387,Anvato (A Google Company),"['Analytics', 'Profiling', 'Identification', 'Advertisement', 'Location']",com.anvato.androidsdk.,2021-03-12,.*\.anvato\.net,https://cloud.google.com/solutions/media-entertainment/?a=2
388,Blesh,['Location'],com.blesh.sdk.,2021-03-12,,https://www.blesh.com/
389,Bluecats,['Location'],com.bluecats.sdk,2021-03-12,,https://www.bluecats.com/
390,CoolaData,"['Analytics', 'Profiling']",com.cooladata.android.,2021-03-12,,https://www.cooladata.com/
391,FLUZO,['Analytics'],com.fluzo.sdk.,2021-03-12,,https://www.fluzo.com/
392,Facebook Flipper,['Analytics'],com.facebook.flipper,2021-03-12,,https://fbflipper.com
393,GPShopper,['Analytics'],com.gpshopper,2021-03-12,sdk\.gpshopper\.com|sypi\.gpshopper\.com,https://www.crunchbase.com/organization/gpshopper
394,IndoorAtlas,"['Analytics', 'Location']",com.indooratlas.android.sdk,2021-03-12,ipsws\.indooratlas\.com,http://www.indooratlas.com/
395,Janrain,['Identification'],com.janrain.android|com.janrain.android.engage|com.janrain.android.capture,2021-03-12,,https://en.wikipedia.org/wiki/Janrain
396,MOCA,"['Analytics', 'Profiling', 'Location']",com.innoquant.moca,2021-03-12,api-device\.mocaplatform\.com,https://www.mocaplatform.com/
397,Point Inside,"['Analytics', 'Location']",com.pointinside,2021-03-12,,https://www.pointinside.com/
398,Proximi.io,"['Analytics', 'Location']",io.proximi.proximiiolibrary,2021-03-12,api\.proximi\.fi,https://proximi.io/
399,ScoreLoop,[],com.scoreloop.client.android,2021-03-12,,https://www.scoreloop.com
400,Alooma,['Analytics'],com.github.aloomaio.androidsdk,2021-05-07,inputs\.alooma\.com,https://www.alooma.com
401,Analytics by NPAW (Youbora Suite),"['Analytics', 'Profiling', 'Location']",com.npaw.youbora.,2021-05-07,,https://nicepeopleatwork.com/
402,Beintoo,"['Analytics', 'Profiling', 'Advertisement', 'Location']",com.beintoo.nucleon,2021-05-07,,https://beintoo.com/
403,Bolts,['Analytics'],com.parse.bolts,2021-05-07,,https://github.com/BoltsFramework/Bolts-Android
404,Cedexis Radar,['Location'],com.cedexis,2021-05-07,cedexis\-radar\.net|cedexis\.com|radar\.cedexis\.com,https://www.cedexis.com/
405,Cifrasoft,"['Identification', 'Advertisement', 'Location']",com.cifrasoft.,2021-05-07,\.tele\.fm,http://cifrasoft.com
406,Flowsense,"['Analytics', 'Profiling', 'Location']",com.flowsense.flowsensesdk.,2021-05-07,,https://flowsense.com.br/
407,Geniee,['Advertisement'],jp.co.geniee.gnadsdk.,2021-05-07,,https://geniee.co.jp/
408,Huq Sourcekit,"['Analytics', 'Location']",io.huq.sourcekit.,2021-05-07,,https://huq.io/
409,Insider,['Analytics'],com.useinsider.insider,2021-05-07,,https://useinsider.com/
410,Mopinion,"['Analytics', 'Profiling']",com.mopinion.mopinionsdk,2021-05-07,,https://mopinion.com
411,OfferToro,['Advertisement'],com.offertoro.sdk.,2021-05-07,,http://www.offertoro.com/
412,"OpenTelemetry (OpenCensus, OpenTracing)",['Analytics'],io.opencensus|io.opentelemetry,2021-05-07,,https://opentelemetry.io/
413,Snapchat Login Kit,['Identification'],com.snapchat.kit.sdk.SnapLogin,2021-05-07,,https://kit.snapchat.com/docs/login-kit
414,Zendrive,"['Analytics', 'Profiling', 'Location']",com.zendrive.sdk.,2021-05-07,,https://www.zendrive.com/
415,fullstory,['Analytics'],com.fullstory.instrumentation.|com.fullstory.util.|com.fullstory.jni.|com.fullstory.FS|com.fullstory.rust.|com.fullstory.FSSessionData,2021-05-07,,https://www.fullstory.com/
416,Pendo,['Analytics'],sdk.insert.io.|sdk.pendo.io.,2021-05-16,,https://www.pendo.io
417,Plexure,['Analytics'],co.vmob.sdk,2021-05-16,,https://www.plexure.com/
418,Swirl,[],com.swirl,2021-05-16,cdn-api\.swirl\.com,http://swirl.com/
419,Treasure Data,"['Analytics', 'Profiling']",com.treasuredata,2021-05-16,,https://www.treasuredata.com/product/
420,IBM Mobile Marketing (Acoustic),"['Analytics', 'Advertisement']",com.ibm.mce.sdk.|co.acoustic.mobile.push.sdk.|com.xtify.mce.sdk.|com.xtify.android.sdk.,2021-10-09,sdk6\.ibm\.xtify\.com,https://acoustic.co/
422,Solar2D (Corona),"['Analytics', 'Advertisement']",com.ansca.corona,2021-10-09,,https://solar2d.com/
